old_path,model,implementation,dataset,context_mode,feature_set,purpose,scope,is_pipeline,is_benchmark,is_smoke,is_analysis,is_ablation,is_modality_missing,is_formal,is_official,is_paper_aligned,is_project_variant,entrypoint,referenced_configs,referenced_scripts,feature_path,output_path,candidate_new_path,risk_level,confidence,manual_review,notes,yaml_top_level_keys,model_key,model_variant,causal_flag,split,validation_session,test_session,seed,task,parent_base_config,pipeline_stages,checkpoint_path,runtime_keys,modality_settings,missing_modality_settings,provenance_evidence
configs/analysis/multidag_cl/iemocap/stable_context_compare.yaml,multidag_cl,unified,iemocap,,,analysis,analysis,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,scripts/analysis/common/plot_multi_run_final_analysis.py,,,,outputs,configs/benchmarks/ablations/analysis/multidag_cl/stable_context_compare.yaml,low,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,output|analysis|runs|training_curves|overall|per_class|ranking|figure,,,,test,,,,analysis,,,,,,,
configs/baselines/dialoguegcn/iemocap/causal_benchmark/official_prefix.yaml,dialoguegcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses01.yaml,dialoguegcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,Ses01,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses02.yaml,dialoguegcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,Ses02,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses03.yaml,dialoguegcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,Ses03,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses04.yaml,dialoguegcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,Ses04,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/dialoguegcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,dialoguegcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,scripts/workflows/causal_graph/train.py,,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/dialoguegcn/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,medium,high,NO,Smoke evidence: run_name marks smoke_real_2epoch and training.epochs=2; purpose remains formal; no YAML move or edit.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_dialoguegcn,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,clean RoBERTa protocol/path/content
configs/baselines/gsmcc/iemocap/causal_benchmark/official_prefix.yaml,gsmcc,project_variant,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,high,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; legacy MMGCN-style feature path/content
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses01.yaml,gsmcc,project_variant,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,high,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,Ses01,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; legacy MMGCN-style feature path/content
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses02.yaml,gsmcc,project_variant,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,high,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,Ses02,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; legacy MMGCN-style feature path/content
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses03.yaml,gsmcc,project_variant,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,high,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,Ses03,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; legacy MMGCN-style feature path/content
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses04.yaml,gsmcc,project_variant,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,high,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,Ses04,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; legacy MMGCN-style feature path/content
configs/baselines/gsmcc/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,gsmcc,project_variant,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,scripts/workflows/causal_graph/train.py,,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/gsmcc/project_variant/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,high,high,NO,Smoke evidence: run_name marks smoke_real_2epoch and training.epochs=2; purpose remains formal; no YAML move or edit.,causal|causal_contract_version|run_name|system|dataset|model|graph|loss|training|optimizer|scheduler|output,causal_gsmcc_inspired,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,GS-MCC project_variant; not author_official; clean RoBERTa protocol/path/content
configs/baselines/mmgcn/iemocap/causal_benchmark/official_prefix.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,Ses01,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,Ses02,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,Ses03,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,Ses04,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,legacy MMGCN-style feature path/content
configs/baselines/mmgcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,medium,high,NO,Smoke evidence: project identity marks smoke_real_2epoch and train.max_epochs=2; purpose remains formal; no YAML move or edit.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph,MMGCN,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]",,,clean RoBERTa protocol/path/content
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph|protocol|provenance,MMGCN,,true,,Ses01,,42,formal,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]",,,clean RoBERTa protocol/path/content
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph|protocol|provenance,MMGCN,,true,,Ses02,,42,formal,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]",,,clean RoBERTa protocol/path/content
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph|protocol|provenance,MMGCN,,true,,Ses03,,42,formal,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]",,,clean RoBERTa protocol/path/content
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/mmgcn/unified/train.py,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,,data/processed/iemocap/IEMOCAP_features_clean_roberta_base_c8b8a37_utterance_mean_v1.pkl,outputs,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|train|logging|graph|protocol|provenance,MMGCN,,true,,Ses04,,42,formal,configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,,,"[""causal"", ""causal_contract_version"", ""graph"", ""protocol"", ""provenance""]",,,clean RoBERTa protocol/path/content
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,Ses01,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,Ses02,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,Ses03,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,scripts/models/multidag_cl/unified/train.py,,,third_party/MMGCN_official/IEMOCAP_features/IEMOCAP_features.pkl,outputs,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,medium,high,NO,Content-derived classification; no YAML move or edit in Phase 4A.,causal|causal_contract_version|project|system|dataset|model|graph|training|output,MultiDAGCL,,true,,Ses04,,42,formal,,,,"[""causal"", ""causal_contract_version"", ""graph""]","[""text"", ""audio"", ""visual""]",,legacy MMGCN-style feature path/content
